status,company_id,paper_id,symbol,reason,api,paper_type_he,success
SKIPPED,5637283,1097948,AFRE,already exists,,מניה,1
SKIPPED,2862959,1100007,PAZ,already exists,,מניה,1
SKIPPED,29360561,1198910,ARF,already exists,,מניה,1
SKIPPED,10580052,1099787,JEEN,already exists,,מניה,1
SKIPPED,34280817,1100718,BWAY,already exists,,מניה,1
SKIPPED,1067017,1100957,AVGL,already exists,,מניה,1
SKIPPED,30985723,1101450,ALMD,already exists,,מניה,1
SKIPPED,5015080,1101518,BLRX,already exists,,מניה,1
SKIPPED,91280,1101666,ABRA,already exists,,מניה,1
SKIPPED,39453935,1102219,FRDN,already exists,,מניה,1
SKIPPED,7321129,1119478,AZRG,already exists,,מניה,1
SKIPPED,22928649,1103571,SHNP,already exists,,מניה,1
SKIPPED,46994680,1103506,ORIN,already exists,,מניה,1
SKIPPED,11540855,1103878,RVL,already exists,,מניה,1
SKIPPED,41597559,1104249,RMLI,already exists,,מניה,1
SKIPPED,429090,1104280,CBI,already exists,,מניה,1
SKIPPED,39636336,1104488,MGOR,already exists,,מניה,1
FAILED,N/A,1139955,MDPR,HTTP 404,,מניה,0
SKIPPED,21830392,1103852,ICHO,already exists,,מניה,1
SKIPPED,25811600,1104496,ORAD,already exists,,מניה,1
SKIPPED,5074401,1104744,GAON-M,already exists,,מניה,1
SKIPPED,26557393,1104959,MSBI,already exists,,מניה,1
SKIPPED,5687042,1105022,TIGBUR,already exists,,מניה,1
SKIPPED,3274115,1105055,EVGN,already exists,,מניה,1
SKIPPED,42410854,1105097,NTML,already exists,,מניה,1
SKIPPED,26303911,1105139,BBLS,already exists,,מניה,1
SKIPPED,40275429,1105162,WNBZ-L,already exists,,מניה,1
SKIPPED,39102675,1105196,MSHR,already exists,,מניה,1
FAILED,N/A,1109917,PLAZ-L,HTTP 404,,מניה,0
SKIPPED,36626000,1106376,INCR,already exists,,מניה,1
SKIPPED,36869622,1106749,MSLA,already exists,,מניה,1
SKIPPED,5398365,1104785,HMAM,already exists,,מניה,1
SKIPPED,237009275,1105907,ARNG,already exists,,מניה,1
FAILED,N/A,1108638,MLD-M,HTTP 404,,מניה,0
SKIPPED,46096412,1109966,VTNA,already exists,,מניה,1
SKIPPED,583193073,1118116,GEFR,already exists,,מניה,1
SKIPPED,541290141,1120161,EFNC-M,already exists,,מניה,1
SKIPPED,117967892,1136829,ALMA,already exists,,מניה,1
SKIPPED,47197284,1141316,GKL,already exists,,מניה,1
SKIPPED,115866761,1121474,ILDR,already exists,,מניה,1
SKIPPED,301093937,1122654,STRG,already exists,,מניה,1
SKIPPED,133106873,1123777,VCTR,already exists,,מניה,1
SKIPPED,100897574,1123850,CRSM,already exists,,מניה,1
SKIPPED,107368766,1122688,GFC-M,already exists,,מניה,1
SKIPPED,6124664,1121730,PLUR,already exists,,מניה,1
SKIPPED,30886,1123017,LPSN,already exists,,מניה,1
SKIPPED,129630901,1123355,ENRG,already exists,,מניה,1
SKIPPED,270370357,1143619,RANI,already exists,,מניה,1
SKIPPED,59372417,1129501,IDIN,already exists,,מניה,1
SKIPPED,244166419,1129493,TOEN,already exists,,מניה,1
SKIPPED,33405327,1129543,OPK,already exists,,מניה,1
FAILED,N/A,1131556,SKLN,HTTP 404,,מניה,0
SKIPPED,257361893,1131523,MDTR,already exists,,מניה,1
SKIPPED,46126687,1132356,INRM,already exists,,מניה,1
SKIPPED,5882851,1132315,ASHG,already exists,,מניה,1
SKIPPED,552191254,1143429,FTAL,already exists,,מניה,1
SKIPPED,274422203,1134139,KEN,already exists,,מניה,1
SKIPPED,5648208,1134881,ELDT,already exists,,מניה,1
SKIPPED,25622,1136365,LCTX,already exists,,מניה,1
SKIPPED,278812118,1138379,SHGR,already exists,,מניה,1
SKIPPED,5687041,1133875,SPEN,already exists,,מניה,1
SKIPPED,50915792,1135706,ORON,already exists,,מניה,1
SKIPPED,241882920,1139617,OVRS,already exists,,מניה,1
SKIPPED,126888523,1168186,DIFI,already exists,,מניה,1
SKIPPED,5702953,1140151,NVLG,already exists,,מניה,1
SKIPPED,376945874,1141571,OPCE,already exists,,מניה,1
SKIPPED,49193689,1140946,LSCO,already exists,,מניה,1
SKIPPED,434036893,1141357,TMRP,already exists,,מניה,1
SKIPPED,12191105,1141324,ORMP,already exists,,מניה,1
SKIPPED,529695917,1141464,MRIN,already exists,,מניה,1
SKIPPED,318229042,1142421,YACO,already exists,,מניה,1
SKIPPED,49123473,1142454,ELMR,already exists,,מניה,1
SKIPPED,320934052,1142587,HLMS,already exists,,מניה,1
SKIPPED,266032553,1144781,GPGB-M,already exists,,מניה,1
SKIPPED,550912579,1143635,HGGE,already exists,,מניה,1
SKIPPED,559438323,1171669,MRG,already exists,,מניה,1
SKIPPED,1819833087,1147685,CRML,already exists,,מניה,1
SKIPPED,30584969,1147487,GLRS,already exists,,מניה,1
FAILED,N/A,1155290,ENOG,HTTP 404,,מניה,0
SKIPPED,592779780,1156280,GOSS,already exists,,מניה,1
SKIPPED,573111251,1156926,GNRS,already exists,,מניה,1
SKIPPED,604805259,1157114,UTRN,already exists,,מניה,1
SKIPPED,1828643,1157403,ISCD,already exists,,מניה,1
SKIPPED,611053683,1158161,SHVA,already exists,,מניה,1
SKIPPED,6544102,1159029,TASE,already exists,,מניה,1
SKIPPED,84011067,1158997,ENLV,already exists,,מניה,1
SKIPPED,644780282,1161264,YHNF,already exists,,מניה,1
SKIPPED,643773431,1170950,MLRN,already exists,,מניה,1
SKIPPED,656144901,1165307,FGAS,already exists,,מניה,1
SKIPPED,656483659,1171529,RTSN,already exists,,מניה,1
SKIPPED,601735464,1166693,SVRE-L,already exists,,מניה,1
SKIPPED,668607579,1166768,DORL,already exists,,מניה,1
SKIPPED,636434442,1172618,BKRY,already exists,,מניה,1
SKIPPED,1671686147,1183656,BKFR,already exists,,מניה,1
SKIPPED,669549826,1166974,MSKE,already exists,,מניה,1
SKIPPED,419760631,1169689,GNCL,already exists,,מניה,1
SKIPPED,681064388,1169978,SVRT-M,already exists,,מניה,1
SKIPPED,410940828,1170216,POLP,already exists,,מניה,1
FAILED,N/A,1169895,EEAM-M,HTTP 404,,מניה,0
SKIPPED,696713134,1170240,VRYX,already exists,,מניה,1
SKIPPED,640138115,1170000,HUMX-M,already exists,,מניה,1
SKIPPED,321661038,1170513,BLRN,already exists,,מניה,1
SKIPPED,668856231,1166917,SPGS,already exists,,מניה,1
SKIPPED,684689826,1168533,ISHI,already exists,,מניה,1
SKIPPED,262761625,1170893,MNIF,already exists,,מניה,1
SKIPPED,688556964,1168558,MAXO,already exists,,מניה,1
SKIPPED,700314240,1171818,AVGD,already exists,,מניה,1
SKIPPED,696736193,1170877,NOFR,already exists,,מניה,1
SKIPPED,321574184,1172071,NRGN,already exists,,מניה,1
SKIPPED,321731490,1172360,PNRG,already exists,,מניה,1
SKIPPED,431980803,1172204,HMGS,already exists,,מניה,1
SKIPPED,700796185,1172097,BLND,already exists,,מניה,1
SKIPPED,706353344,1173723,RTMD-M,already exists,,מניה,1
SKIPPED,702549093,1172287,SOLR,already exists,,מניה,1
FAILED,N/A,1171933,NXFR.M,HTTP 404,,מניה,0
SKIPPED,601747334,1172527,RZR,already exists,,מניה,1
FAILED,N/A,1172337,BLEG,HTTP 404,,מניה,0
SKIPPED,703123475,1173699,DLTI,already exists,,מניה,1
SKIPPED,708988914,1175561,BYON-M,already exists,,מניה,1
SKIPPED,614983318,1173434,PMVM,already exists,,מניה,1
SKIPPED,703381328,1173376,ARTS,already exists,,מניה,1
SKIPPED,703245648,1173145,ALMY,already exists,,מניה,1
SKIPPED,237010105,1174184,ZOOZ,already exists,,מניה,1
SKIPPED,705618076,1173491,DIPL,already exists,,מניה,1
SKIPPED,434203353,1173582,FLYS-M,already exists,,מניה,1
SKIPPED,706108895,1174093,TRAN,already exists,,מניה,1
SKIPPED,704617783,1174457,PRIM,already exists,,מניה,1
SKIPPED,325923478,1172972,MSVT,already exists,,מניה,1
SKIPPED,704506462,1173228,WESR,already exists,,מניה,1
SKIPPED,704617639,1175496,PRMG,already exists,,מניה,1
SKIPPED,343545220,1173855,PHTM,already exists,,מניה,1
SKIPPED,576001563,1173871,TIGI,already exists,,מניה,1
SKIPPED,705440908,1178284,SPDV,already exists,,מניה,1
FAILED,N/A,1175371,ARGO,HTTP 404,,מניה,0
SKIPPED,113588267,1176346,IDMO,already exists,,מניה,1
SKIPPED,679887539,1178334,ECNR,already exists,,מניה,1
SKIPPED,667573076,1176700,PLSM,already exists,,מניה,1
SKIPPED,713045708,1176205,ACKR,already exists,,מניה,1
SKIPPED,606257586,1176619,AUSA-M,already exists,,מניה,1
SKIPPED,713473526,1175611,TRPZ,already exists,,מניה,1
SKIPPED,713593278,1176791,MTLF,already exists,,מניה,1
SKIPPED,632166695,1175439,SOFW,already exists,,מניה,1
SKIPPED,62607952,1178490,SCDX,already exists,,מניה,1
SKIPPED,712754698,1175728,NURI,already exists,,מניה,1
SKIPPED,262569860,1175116,NYAX,already exists,,מניה,1
SKIPPED,661395306,1175934,KSTN,already exists,,מניה,1
SKIPPED,83841238,1176387,VRDS,already exists,,מניה,1
SKIPPED,713840404,1175488,RTLS,already exists,,מניה,1
SKIPPED,667495002,1176908,PSRX,already exists,,מניה,1
SKIPPED,638545321,1176114,ETGA,already exists,,מניה,1
SKIPPED,661436712,1176593,NXSN,already exists,,מניה,1
SKIPPED,595716479,1178912,ERKA,already exists,,מניה,1
SKIPPED,715463769,1177450,IDNT,already exists,,מניה,1
SKIPPED,717682689,1176239,SHMM,already exists,,מניה,1
SKIPPED,404317105,1177518,SLRM,already exists,,מניה,1
SKIPPED,716390358,1176635,BULL-M,already exists,,מניה,1
SKIPPED,819160,1178862,JNGO,already exists,,מניה,1
SKIPPED,182980338,1188242,SBEN,already exists,,מניה,1
SKIPPED,717880429,1179043,BUFT,already exists,,מניה,1
SKIPPED,717351599,1181742,TURB,already exists,,מניה,1
SKIPPED,718849089,1176726,GOTO,already exists,,מניה,1
SKIPPED,717880407,1178276,BRKT,already exists,,מניה,1
SKIPPED,694433646,1179142,TPGM,already exists,,מניה,1
SKIPPED,1678150230,1179753,MCLL,already exists,,מניה,1
SKIPPED,1679387098,1180686,TNDO,already exists,,מניה,1
SKIPPED,1673242666,1178714,TRX,already exists,,מניה,1
SKIPPED,115705628,1179993,BRIH,already exists,,מניה,1
SKIPPED,1675659369,1180181,G107,already exists,,מניה,1
SKIPPED,143347316,1181932,CPIA,already exists,,מניה,1
SKIPPED,1677811947,1180306,WATR,already exists,,מניה,1
SKIPPED,661586512,1176981,LBRA,already exists,,מניה,1
SKIPPED,58127325,1178722,RMON,already exists,,מניה,1
SKIPPED,1756193575,1181569,SFRN,already exists,,מניה,1
SKIPPED,379289324,1179662,ARBE,already exists,,מניה,1
SKIPPED,718801337,1180876,PMNT,already exists,,מניה,1
SKIPPED,1679383740,1181643,ALUMA,already exists,,מניה,1
SKIPPED,1679386633,1181437,EFCP,already exists,,מניה,1
SKIPPED,570427654,1180595,BLGO,already exists,,מניה,1
SKIPPED,11147478,1180173,TRLT,already exists,,מניה,1
SKIPPED,319434324,1182260,CNTL-M,already exists,,מניה,1
SKIPPED,592100059,1182484,ICON,already exists,,מניה,1
SKIPPED,1758645843,1184365,GRAC,already exists,,מניה,1
SKIPPED,609757559,1182591,EPIT,already exists,,מניה,1
SKIPPED,302336,1082353,SNCM,already exists,,מניה,1
SKIPPED,331231,1082379,TSEM,already exists,,מניה,1
SKIPPED,328513,1082510,GILT,already exists,,מניה,1
SKIPPED,606333,1101534,CEL,already exists,,מניה,1
SKIPPED,5546994,1144773,UNMI,already exists,,מניה,1
SKIPPED,395330,1082585,TFRLF,already exists,,מניה,1
SKIPPED,93474,1082346,BHNY,already exists,,מניה,1
SKIPPED,414005,1083484,PTNR,already exists,,מניה,1
SKIPPED,93552,1082635,ELLO,already exists,,מניה,1
SKIPPED,176880,1082726,TATT,already exists,,מניה,1
SKIPPED,377123,1082858,WILC,already exists,,מניה,1
SKIPPED,25238,1082965,AUDC,already exists,,מניה,1
SKIPPED,138608,1158823,BVC,already exists,,מניה,1
SKIPPED,407244,1083443,GLDE,already exists,,מניה,1
SKIPPED,7655881,1083831,UNIT,already exists,,מניה,1
SKIPPED,527153,1095264,CAMT,already exists,,מניה,1
SKIPPED,124752,1084557,NVMI,already exists,,מניה,1
SKIPPED,166115,1085208,CGEN,already exists,,מניה,1
SKIPPED,36775,1085497,XTLB,already exists,,מניה,1
SKIPPED,10394455,1092725,SARN,already exists,,מניה,1
FAILED,N/A,1093558,UNVO-M,HTTP 404,,מניה,0
SKIPPED,22746748,1094390,AMD,already exists,,מניה,1
